SM11,SM12,SM7,SM15,SM20,SM21,SM2,SM3,SM13,SM17,SM8,RUL
48.179799999999986,519.6715,551.3616999999999,8.524108,38.4022,23.053390999999998,643.7217999999999,1602.4990000000003,2388.2518,396.6,2388.2463000000002,0
48.1702,519.7904,551.4272,8.525559,38.440599999999996,23.064853999999997,643.7147,1602.1844999999998,2388.2394999999997,396.25,2388.2396,1
48.149499999999996,519.7737000000001,551.4985000000001,8.519881,38.4606,23.074654999999996,643.6836999999999,1602.2128999999998,2388.2322,396.16,2388.233,2
48.10559999999999,519.8661,551.5736,8.517111,38.4497,23.072819,643.6275,1601.8693999999998,2388.2252,396.1,2388.2260000000006,3
48.10589999999998,519.9442,551.6132,8.515365,38.47690000000001,23.084228,643.6023,1602.6795000000004,2388.2188,396.09,2388.2156999999997,4
48.0955,520.0070000000001,551.6327999999999,8.515271,38.4651,23.071576000000004,643.5428,1601.0740000000003,2388.2168,396.01,2388.2166,5
48.077400000000004,520.0386000000001,551.7162999999999,8.509955,38.4902,23.097687999999994,643.5522,1600.4798,2388.2093,395.93,2388.2086,6
48.049,520.0608,551.7807,8.50852,38.4936,23.10947,643.5273000000001,1600.2998,2388.2100000000005,395.82,2388.2103,7
48.0421,520.0542,551.7831000000001,8.506592000000001,38.51140000000001,23.101313,643.4809,1600.6671,2388.2087,395.81,2388.1995,8
48.0168,520.0895,551.887,8.508641,38.5202,23.106714999999998,643.5186000000001,1600.4099999999996,2388.2051999999994,395.65,2388.2051,9
48.019299999999994,520.1963,551.8628,8.507629,38.522000000000006,23.11339,643.4615,1599.7359999999999,2388.1995000000006,395.78,2388.2041999999997,10
48.0035,520.198,551.9399,8.505662999999998,38.5313,23.115353,643.4554,1599.2159,2388.1923,395.59,2388.1941,11
47.99430000000001,520.2001,551.9286999999999,8.496144999999999,38.544200000000004,23.114240000000006,643.4303000000001,1599.6876999999995,2388.1963999999994,395.48,2388.1948,12
47.9858,520.2814999999999,551.9665,8.499473,38.5502,23.126851000000002,643.3415999999999,1599.3237000000001,2388.1920999999998,395.24,2388.1907,13
47.97290000000001,520.2402000000001,552.085,8.499438999999999,38.564800000000005,23.133144999999995,643.4049,1598.6954999999998,2388.1899999999996,395.31,2388.1907000000006,14
47.9277,520.3273,552.0682999999999,8.497463,38.573,23.137685,643.3612,1598.3056000000004,2388.1834,395.3,2388.1832,15
47.9349,520.3574,552.0840000000001,8.494747,38.563199999999995,23.151071,643.3032000000001,1598.3903,2388.181,395.28,2388.1836000000003,16
47.93550000000001,520.3876000000001,552.2123,8.49461,38.5969,23.141152,643.2958,1598.2826,2388.1749,395.23,2388.1803000000004,17
47.93659999999999,520.3996,552.1390999999999,8.492705,38.5999,23.151264,643.3317999999999,1597.5807,2388.1799,395.16,2388.181,18
47.9097,520.4051000000001,552.2484,8.489081999999998,38.60079999999999,23.152705,643.3317,1597.3297999999998,2388.1751999999997,395.09,2388.1717,19
47.8877,520.4282,552.268,8.488713,38.618500000000004,23.164789999999996,643.2366999999999,1597.4925,2388.1764000000003,395.16,2388.1709,20
47.874300000000005,520.4972,552.3408000000001,8.485028,38.600500000000004,23.158475000000003,643.2069999999999,1596.7696999999994,2388.1622,394.93,2388.1644,21
47.865,520.5207,552.3756,8.484728,38.6227,23.165342999999996,643.2355000000001,1597.5053999999998,2388.167,394.82,2388.1717,22
47.868399999999994,520.5772,552.3803,8.481411,38.626599999999996,23.170288,643.2508999999999,1596.477,2388.1643999999997,394.93,2388.1612,23
47.83829999999999,520.6347000000001,552.4024000000001,8.481449,38.6287,23.179921000000004,643.2008000000001,1596.9556,2388.1578,394.66,2388.1648999999998,24
47.828900000000004,520.6441,552.4209999999999,8.481146,38.622,23.170945000000003,643.1546,1596.1842999999997,2388.1628,394.78,2388.1625000000004,25
47.845299999999995,520.6093,552.4443,8.478163,38.6352,23.186164999999992,643.1740000000001,1596.3547999999998,2388.1589,394.74,2388.1518,26
47.8243,520.674,552.5278999999999,8.479342,38.654,23.192722999999997,643.136,1594.6546000000003,2388.1524000000004,394.57,2388.159,27
47.812699999999985,520.7135,552.4974000000001,8.475585,38.6593,23.188910999999997,643.1022,1595.7332000000001,2388.1534,394.57,2388.1523,28
47.82309999999998,520.7419,552.5574,8.478774,38.633,23.183648999999996,643.0889000000001,1595.1634,2388.154,394.54,2388.1519,29
47.8024,520.6808,552.5567000000001,8.474883,38.65369999999999,23.206353,643.0654,1595.9642000000001,2388.1517000000003,394.52,2388.1515999999997,30
47.7686,520.7381,552.6197999999999,8.474128,38.6746,23.201632,643.0595999999999,1595.2310000000004,2388.1482,394.36,2388.145,31
47.77120000000001,520.7866000000001,552.6374,8.469241,38.662200000000006,23.210687999999994,643.1028,1595.3357,2388.1459000000004,394.46,2388.1478,32
47.7826,520.7732000000001,552.627,8.470846,38.6687,23.200371999999994,643.0667,1594.6111999999996,2388.1424,394.32,2388.1418000000003,33
47.756600000000006,520.8403,552.7023,8.468577999999999,38.6829,23.211657000000006,643.0668000000001,1594.8369,2388.1458,394.2,2388.1412,34
47.75959999999999,520.8609,552.6845999999999,8.471109,38.702999999999996,23.212026,642.9694999999999,1595.5972,2388.1403999999998,394.44,2388.1395,35
47.74279999999999,520.8939,552.7239,8.469445,38.69669999999999,23.210476,642.9956000000001,1594.1926,2388.1424,394.2,2388.1395,36
47.73970000000001,520.8803,552.7288,8.470422000000001,38.7014,23.219027,643.0488999999999,1594.6212,2388.1427,394.18,2388.1340999999998,37
47.726400000000005,520.8880999999999,552.7335000000002,8.465207,38.695100000000004,23.215806000000008,643.0315,1594.1607999999997,2388.1368999999995,394.18,2388.1388,38
47.72259999999999,520.9413,552.7928,8.466184,38.71789999999999,23.219983000000003,642.9681999999999,1594.4645,2388.1307999999995,393.91,2388.1312,39
47.71960000000002,520.8824,552.8055,8.466956,38.685300000000005,23.223081000000008,642.9716999999999,1594.0459000000003,2388.1255,393.99,2388.1288,40
47.70039999999999,520.9721999999999,552.8496,8.462341,38.7101,23.231117000000005,642.9240000000001,1593.6097000000002,2388.1281999999997,394.07,2388.1328999999996,41
47.6865,520.9478999999999,552.9144,8.465026,38.712700000000005,23.224668,642.9568,1593.6290999999997,2388.1281,394.23,2388.1279,42
47.694199999999995,520.9778,552.8421999999999,8.456209,38.7066,23.232284,642.8954,1593.6129,2388.1261,394.07,2388.1267999999995,43
47.702999999999996,521.0019000000001,552.8322000000001,8.461239,38.7156,23.236568000000002,642.9361,1593.0409000000002,2388.126,393.92,2388.1284,44
47.671400000000006,521.021,552.8569,8.462221999999999,38.7483,23.237310999999995,642.9218,1592.8594999999998,2388.1207999999997,393.93,2388.13,45
47.67540000000001,520.9882000000001,552.988,8.455769000000002,38.728899999999996,23.235784,642.9389,1593.3866999999998,2388.1211000000003,393.85,2388.1297999999997,46
47.6683,521.0407,553.0063,8.461829999999999,38.7347,23.242238999999998,642.8687,1593.2241999999999,2388.1278,394.01,2388.1193999999996,47
47.6536,521.055,552.9864,8.459045,38.735,23.247329,642.8895,1592.7660999999998,2388.1232,393.98,2388.1226999999994,48
47.64170000000001,521.1371,553.018,8.459162999999998,38.7483,23.246331,642.8637,1592.6576,2388.1216,393.91,2388.1145999999994,49
